LineId,Date,Time,Level,Component,Content,EventId,EventTemplate,ParameterList,Message
584,17/06/09,20:11:11,INFO,executor.Executor,"['Finished', ' ', 'task', ' ', '28.0', ' ', 'in', ' ', 'stage', ' ', '29.0', ' ', '(TID', ' ', '1348).', ' ', '<*>', ' ', 'bytes', ' ', 'result', ' ', 'sent', ' ', 'to', ' ', 'driver']",33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,"['28.0', '29.0', '1348).', '2128']",Finished task 28.0 in stage 29.0 (TID 1348). 2128 bytes result sent to driver
585,17/06/09,20:11:11,INFO,executor.Executor,"['Finished', ' ', 'task', ' ', '27.0', ' ', 'in', ' ', 'stage', ' ', '29.0', ' ', '(TID', ' ', '1347).', ' ', '<*>', ' ', 'bytes', ' ', 'result', ' ', 'sent', ' ', 'to', ' ', 'driver']",33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,"['27.0', '29.0', '1347).', '2128']",Finished task 27.0 in stage 29.0 (TID 1347). 2128 bytes result sent to driver
586,17/06/09,20:11:11,INFO,executor.Executor,"['Finished', ' ', 'task', ' ', '26.0', ' ', 'in', ' ', 'stage', ' ', '29.0', ' ', '(TID', ' ', '1346).', ' ', '<*>', ' ', 'bytes', ' ', 'result', ' ', 'sent', ' ', 'to', ' ', 'driver']",33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,"['26.0', '29.0', '1346).', '2128']",Finished task 26.0 in stage 29.0 (TID 1346). 2128 bytes result sent to driver
587,17/06/09,20:11:11,INFO,executor.CoarseGrainedExecutorBackend,"['Got', ' ', 'assigned', ' ', 'task', ' ', '<*>']",9ba7fdc2,Got assigned task <*>,['1350'],Got assigned task 1350
588,17/06/09,20:11:11,INFO,executor.Executor,"['Running', ' ', 'task', ' ', '30.0', ' ', 'in', ' ', 'stage', ' ', '29.0', ' ', '(TID', ' ', '1350)']",ae0572db,Running task <*> in stage <*> (TID <*>,"['30.0', '29.0', '1350)']",Running task 30.0 in stage 29.0 (TID 1350)
589,17/06/09,20:11:11,INFO,python.PythonRunner,"['Times', ':', ' ', 'total', ' ', '=', ' ', '<*>', ',', ' ', 'boot', ' ', '=', ' ', '<*>', ',', ' ', 'init', ' ', '=', ' ', '<*>', ',', ' ', 'finish', ' ', '=', ' ', '<*>']",93423942,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","['43', '14', '28', '1']","Times: total = 43, boot = 14, init = 28, finish = 1"
590,17/06/09,20:11:11,INFO,executor.CoarseGrainedExecutorBackend,"['Got', ' ', 'assigned', ' ', 'task', ' ', '<*>']",9ba7fdc2,Got assigned task <*>,['1351'],Got assigned task 1351
591,17/06/09,20:11:11,INFO,executor.Executor,"['Running', ' ', 'task', ' ', '31.0', ' ', 'in', ' ', 'stage', ' ', '29.0', ' ', '(TID', ' ', '1351)']",ae0572db,Running task <*> in stage <*> (TID <*>,"['31.0', '29.0', '1351)']",Running task 31.0 in stage 29.0 (TID 1351)
592,17/06/09,20:11:11,INFO,executor.CoarseGrainedExecutorBackend,"['Got', ' ', 'assigned', ' ', 'task', ' ', '<*>']",9ba7fdc2,Got assigned task <*>,['1352'],Got assigned task 1352
593,17/06/09,20:11:11,INFO,executor.Executor,"['Running', ' ', 'task', ' ', '32.0', ' ', 'in', ' ', 'stage', ' ', '29.0', ' ', '(TID', ' ', '1352)']",ae0572db,Running task <*> in stage <*> (TID <*>,"['32.0', '29.0', '1352)']",Running task 32.0 in stage 29.0 (TID 1352)
594,17/06/09,20:11:11,INFO,executor.CoarseGrainedExecutorBackend,"['Got', ' ', 'assigned', ' ', 'task', ' ', '<*>']",9ba7fdc2,Got assigned task <*>,['1353'],Got assigned task 1353
595,17/06/09,20:11:11,INFO,executor.Executor,"['Running', ' ', 'task', ' ', '33.0', ' ', 'in', ' ', 'stage', ' ', '29.0', ' ', '(TID', ' ', '1353)']",ae0572db,Running task <*> in stage <*> (TID <*>,"['33.0', '29.0', '1353)']",Running task 33.0 in stage 29.0 (TID 1353)
596,17/06/09,20:11:11,INFO,storage.BlockManager,"['Found', ' ', 'block', ' ', 'rdd_42_30', ' ', 'locally']",d7f24216,Found block <*> locally,['rdd_42_30'],Found block rdd_42_30 locally
597,17/06/09,20:11:11,INFO,executor.Executor,"['Finished', ' ', 'task', ' ', '29.0', ' ', 'in', ' ', 'stage', ' ', '29.0', ' ', '(TID', ' ', '1349).', ' ', '<*>', ' ', 'bytes', ' ', 'result', ' ', 'sent', ' ', 'to', ' ', 'driver']",33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,"['29.0', '29.0', '1349).', '2128']",Finished task 29.0 in stage 29.0 (TID 1349). 2128 bytes result sent to driver
598,17/06/09,20:11:11,INFO,executor.CoarseGrainedExecutorBackend,"['Got', ' ', 'assigned', ' ', 'task', ' ', '<*>']",9ba7fdc2,Got assigned task <*>,['1354'],Got assigned task 1354
599,17/06/09,20:11:11,INFO,executor.Executor,"['Running', ' ', 'task', ' ', '34.0', ' ', 'in', ' ', 'stage', ' ', '29.0', ' ', '(TID', ' ', '1354)']",ae0572db,Running task <*> in stage <*> (TID <*>,"['34.0', '29.0', '1354)']",Running task 34.0 in stage 29.0 (TID 1354)
600,17/06/09,20:11:11,INFO,storage.BlockManager,"['Found', ' ', 'block', ' ', 'rdd_42_32', ' ', 'locally']",d7f24216,Found block <*> locally,['rdd_42_32'],Found block rdd_42_32 locally
