LineId,Label,Timestamp,Date,Node,Time,NodeRepeat,Type,Component,Level,Content,EventId,EventTemplate,ParameterList,Message
541,-,1133707549,2005.12.04,R60-M0-ND-C:J07-U11,2005-12-04-06.45.49.687761,R60-M0-ND-C:J07-U11,RAS,KERNEL,INFO,"['CE', ' ', 'sym', ' ', '<*>', ',', ' ', 'at', ' ', '0x06366640', ',', ' ', 'mask', ' ', '0x04']",65f23e3e,"CE sym <*>, at <*>, mask <*>","['11', '0x06366640', '0x04']","CE sym 11, at 0x06366640, mask 0x04"
542,-,1133709964,2005.12.04,R35-M1-N9-C:J14-U01,2005-12-04-07.26.04.629795,R35-M1-N9-C:J14-U01,RAS,KERNEL,INFO,"['CE', ' ', 'sym', ' ', '<*>', ',', ' ', 'at', ' ', '0x057c7e00', ',', ' ', 'mask', ' ', '0x20']",65f23e3e,"CE sym <*>, at <*>, mask <*>","['19', '0x057c7e00', '0x20']","CE sym 19, at 0x057c7e00, mask 0x20"
543,-,1133715641,2005.12.04,R23-M0-NC-C:J05-U01,2005-12-04-09.00.41.190112,R23-M0-NC-C:J05-U01,RAS,KERNEL,INFO,"['<*>', ' ', 'ddr', ' ', 'error(s)', ' ', 'detected', ' ', 'and', ' ', 'corrected', ' ', 'on', ' ', 'rank', ' ', '<*>', ',', ' ', 'symbol', ' ', '<*>', ' ', 'over', ' ', '<*>', ' ', 'seconds']",30b3b946,"<*> ddr error(s) detected and corrected on rank <*>, symbol <*> over <*> seconds","['159', '0', '29', '2486']","159 ddr error(s) detected and corrected on rank 0, symbol 29 over 2486 seconds"
544,-,1133715641,2005.12.04,R23-M0-NC-C:J05-U01,2005-12-04-09.00.41.990496,R23-M0-NC-C:J05-U01,RAS,KERNEL,INFO,"['CE', ' ', 'sym', ' ', '<*>', ',', ' ', 'at', ' ', '0x0ea9fd60', ',', ' ', 'mask', ' ', '0x40']",65f23e3e,"CE sym <*>, at <*>, mask <*>","['29', '0x0ea9fd60', '0x40']","CE sym 29, at 0x0ea9fd60, mask 0x40"
545,-,1133715868,2005.12.04,R06-M1-N6-C:J08-U01,2005-12-04-09.04.28.582086,R06-M1-N6-C:J08-U01,RAS,KERNEL,INFO,"['total', ' ', 'of', ' ', '<*>', ' ', 'ddr', ' ', 'error(s)', ' ', 'detected', ' ', 'and', ' ', 'corrected', ' ', 'over', ' ', '<*>', ' ', 'seconds']",8df7ac9e,total of <*> ddr error(s) detected and corrected over <*> seconds,"['1', '2487']",total of 1 ddr error(s) detected and corrected over 2487 seconds
546,-,1133721087,2005.12.04,R71-M0-N4-C:J14-U01,2005-12-04-10.31.27.742650,R71-M0-N4-C:J14-U01,RAS,KERNEL,FATAL,"['minus', ' ', 'normalized', ' ', 'number..................0']",64d56eed,minus normalized number..................0,[],minus normalized number..................0
547,KERNMNTF,1133726737,2005.12.04,R46-M0-N8-I:J18-U11,2005-12-04-12.05.37.993474,R46-M0-N8-I:J18-U11,RAS,KERNEL,FATAL,"['Lustre', ' ', 'mount', ' ', 'FAILED', ' ', ':', ' ', 'bglio617', ' ', ':', ' ', 'block_id', ' ', ':', ' ', 'location']",4f1ef491,Lustre mount FAILED : <*> : block_id : location,['bglio617'],Lustre mount FAILED : bglio617 : block_id : location
548,-,1133835041,2005.12.05,R52-M1-NA-C:J03-U01,2005-12-05-18.10.41.610617,R52-M1-NA-C:J03-U01,RAS,KERNEL,FATAL,"['fraction', ' ', 'rounded.........................0']",c56cf501,fraction rounded.........................0,[],fraction rounded.........................0
549,-,1133892304,2005.12.06,R12-M0-NC,2005-12-06-10.05.04.300635,R12-M0-NC,NULL,DISCOVERY,WARNING,"['Node', ' ', 'card', ' ', 'is', ' ', 'not', ' ', 'fully', ' ', 'functional']",a2335b6b,Node card is not fully functional,[],Node card is not fully functional
550,-,1133913870,2005.12.06,R01-M0-N0-C:J04-U01,2005-12-06-16.04.30.188673,R01-M0-N0-C:J04-U01,RAS,KERNEL,INFO,"['critical', ' ', 'input', ' ', 'interrupt', ' ', '(unit', '=', '0x0b', ' ', 'bit', '=', '0x17)', ':', ' ', 'warning', ' ', 'for', ' ', 'tree', ' ', 'C1', ' ', 'wire', ',', ' ', 'suppressing', ' ', 'further', ' ', 'interrupts', ' ', 'of', ' ', 'same', ' ', 'type']",0ea50ffe,"critical input interrupt (unit=0x0b bit=0x17): warning for tree C1 wire, suppressing further interrupts of same type",[],"critical input interrupt (unit=0x0b bit=0x17): warning for tree C1 wire, suppressing further interrupts of same type"
551,-,1133919747,2005.12.06,R03-M0-N7-C:J07-U01,2005-12-06-17.42.27.383145,R03-M0-N7-C:J07-U01,RAS,KERNEL,FATAL,"['size', ' ', 'of', ' ', 'scratchpad', ' ', 'portion', ' ', 'of', ' ', 'L3.........0', ' ', '(0M)']",f848d6c7,size of scratchpad portion of L3.........0 (0M),[],size of scratchpad portion of L3.........0 (0M)
552,-,1133925845,2005.12.06,R36-M0-N2-C:J05-U01,2005-12-06-19.24.05.504553,R36-M0-N2-C:J05-U01,RAS,KERNEL,INFO,"['Kernel', ' ', 'detected', ' ', '<*>', ' ', 'integer', ' ', 'alignment', ' ', 'exceptions', ' ', '(3830877)', ' ', 'iar', ' ', '0x00544ea8', ',', ' ', 'dear', ' ', '0x01fc1ba0', ' ', '(3830878)', ' ', 'iar', ' ', '0x00544eb8', ',', ' ', 'dear', ' ', '0x01fc1bc0', ' ', '(3830879)', ' ', 'iar', ' ', '0x00544ea8', ',', ' ', 'dear', ' ', '0x01fc1be0', ' ', '(3830880)', ' ', 'iar', ' ', '0x00544eb8', ',', ' ', 'dear', ' ', '0x01fc1c00', ' ', '(3830881)', ' ', 'iar', ' ', '0x00544ee0', ',', ' ', 'dear', ' ', '0x01fc1c20', ' ', '(3830882)', ' ', 'iar', ' ', '0x00544ef0', ',', ' ', 'dear', ' ', '0x01fc1c40', ' ', '(3830883)', ' ', 'iar', ' ', '0x00544ee0', ',', ' ', 'dear', ' ', '0x01fc1c60', ' ', '(3830884)', ' ', 'iar', ' ', '0x00544ef0', ',', ' ', 'dear', ' ', '0x01fc1c80']",2fe09ae5,"Kernel detected <*> integer alignment exceptions <*> iar <*>, dear <*> <*> iar <*>, dear <*> <*> iar <*>, dear <*> <*> iar <*>, dear <*> <*> iar <*>, dear <*> <*> iar <*>, dear <*> <*> iar <*>, dear <*> <*> iar <*>, dear <*>","['3830884', '(3830877)', '0x00544ea8', '0x01fc1ba0', '(3830878)', '0x00544eb8', '0x01fc1bc0', '(3830879)', '0x00544ea8', '0x01fc1be0', '(3830880)', '0x00544eb8', '0x01fc1c00', '(3830881)', '0x00544ee0', '0x01fc1c20', '(3830882)', '0x00544ef0', '0x01fc1c40', '(3830883)', '0x00544ee0', '0x01fc1c60', '(3830884)', '0x00544ef0', '0x01fc1c80']","Kernel detected 3830884 integer alignment exceptions (3830877) iar 0x00544ea8, dear 0x01fc1ba0 (3830878) iar 0x00544eb8, dear 0x01fc1bc0 (3830879) iar 0x00544ea8, dear 0x01fc1be0 (3830880) iar 0x00544eb8, dear 0x01fc1c00 (3830881) iar 0x00544ee0, dear 0x01fc1c20 (3830882) iar 0x00544ef0, dear 0x01fc1c40 (3830883) iar 0x00544ee0, dear 0x01fc1c60 (3830884) iar 0x00544ef0, dear 0x01fc1c80"
553,-,1133926478,2005.12.06,R27-M0-NB-C:J08-U01,2005-12-06-19.34.38.822749,R27-M0-NB-C:J08-U01,RAS,KERNEL,INFO,"['Kernel', ' ', 'detected', ' ', '<*>', ' ', 'integer', ' ', 'alignment', ' ', 'exceptions', ' ', '(3853437)', ' ', 'iar', ' ', '0x00544ea8', ',', ' ', 'dear', ' ', '0x01ef5e20', ' ', '(3853438)', ' ', 'iar', ' ', '0x00544eb8', ',', ' ', 'dear', ' ', '0x01ef5e40', ' ', '(3853439)', ' ', 'iar', ' ', '0x00544ea8', ',', ' ', 'dear', ' ', '0x01ef5e60', ' ', '(3853440)', ' ', 'iar', ' ', '0x00544eb8', ',', ' ', 'dear', ' ', '0x01ef5e80', ' ', '(3853441)', ' ', 'iar', ' ', '0x00544ee0', ',', ' ', 'dear', ' ', '0x01ef5ea0', ' ', '(3853442)', ' ', 'iar', ' ', '0x00544ef0', ',', ' ', 'dear', ' ', '0x01ef5ec0', ' ', '(3853443)', ' ', 'iar', ' ', '0x00544ee0', ',', ' ', 'dear', ' ', '0x01ef5ee0', ' ', '(3853444)', ' ', 'iar', ' ', '0x00544ef0', ',', ' ', 'dear', ' ', '0x01ef5f00']",2fe09ae5,"Kernel detected <*> integer alignment exceptions <*> iar <*>, dear <*> <*> iar <*>, dear <*> <*> iar <*>, dear <*> <*> iar <*>, dear <*> <*> iar <*>, dear <*> <*> iar <*>, dear <*> <*> iar <*>, dear <*> <*> iar <*>, dear <*>","['3853444', '(3853437)', '0x00544ea8', '0x01ef5e20', '(3853438)', '0x00544eb8', '0x01ef5e40', '(3853439)', '0x00544ea8', '0x01ef5e60', '(3853440)', '0x00544eb8', '0x01ef5e80', '(3853441)', '0x00544ee0', '0x01ef5ea0', '(3853442)', '0x00544ef0', '0x01ef5ec0', '(3853443)', '0x00544ee0', '0x01ef5ee0', '(3853444)', '0x00544ef0', '0x01ef5f00']","Kernel detected 3853444 integer alignment exceptions (3853437) iar 0x00544ea8, dear 0x01ef5e20 (3853438) iar 0x00544eb8, dear 0x01ef5e40 (3853439) iar 0x00544ea8, dear 0x01ef5e60 (3853440) iar 0x00544eb8, dear 0x01ef5e80 (3853441) iar 0x00544ee0, dear 0x01ef5ea0 (3853442) iar 0x00544ef0, dear 0x01ef5ec0 (3853443) iar 0x00544ee0, dear 0x01ef5ee0 (3853444) iar 0x00544ef0, dear 0x01ef5f00"
554,-,1133926732,2005.12.06,R27-M1-NF-C:J17-U01,2005-12-06-19.38.52.768522,R27-M1-NF-C:J17-U01,RAS,KERNEL,INFO,"['Kernel', ' ', 'detected', ' ', '<*>', ' ', 'integer', ' ', 'alignment', ' ', 'exceptions', ' ', '(3747785)', ' ', 'iar', ' ', '0x00544ea8', ',', ' ', 'dear', ' ', '0x01fc9220', ' ', '(3747786)', ' ', 'iar', ' ', '0x00544eb8', ',', ' ', 'dear', ' ', '0x01fc9240', ' ', '(3747787)', ' ', 'iar', ' ', '0x00544ea8', ',', ' ', 'dear', ' ', '0x01fc9260', ' ', '(3747788)', ' ', 'iar', ' ', '0x00544eb8', ',', ' ', 'dear', ' ', '0x01fc9280', ' ', '(3747789)', ' ', 'iar', ' ', '0x00544ee0', ',', ' ', 'dear', ' ', '0x01fc92a0', ' ', '(3747790)', ' ', 'iar', ' ', '0x00544ef0', ',', ' ', 'dear', ' ', '0x01fc92c0', ' ', '(3747791)', ' ', 'iar', ' ', '0x00544ee0', ',', ' ', 'dear', ' ', '0x01fc92e0', ' ', '(3747792)', ' ', 'iar', ' ', '0x00544ef0', ',', ' ', 'dear', ' ', '0x01fc9300']",2fe09ae5,"Kernel detected <*> integer alignment exceptions <*> iar <*>, dear <*> <*> iar <*>, dear <*> <*> iar <*>, dear <*> <*> iar <*>, dear <*> <*> iar <*>, dear <*> <*> iar <*>, dear <*> <*> iar <*>, dear <*> <*> iar <*>, dear <*>","['3747792', '(3747785)', '0x00544ea8', '0x01fc9220', '(3747786)', '0x00544eb8', '0x01fc9240', '(3747787)', '0x00544ea8', '0x01fc9260', '(3747788)', '0x00544eb8', '0x01fc9280', '(3747789)', '0x00544ee0', '0x01fc92a0', '(3747790)', '0x00544ef0', '0x01fc92c0', '(3747791)', '0x00544ee0', '0x01fc92e0', '(3747792)', '0x00544ef0', '0x01fc9300']","Kernel detected 3747792 integer alignment exceptions (3747785) iar 0x00544ea8, dear 0x01fc9220 (3747786) iar 0x00544eb8, dear 0x01fc9240 (3747787) iar 0x00544ea8, dear 0x01fc9260 (3747788) iar 0x00544eb8, dear 0x01fc9280 (3747789) iar 0x00544ee0, dear 0x01fc92a0 (3747790) iar 0x00544ef0, dear 0x01fc92c0 (3747791) iar 0x00544ee0, dear 0x01fc92e0 (3747792) iar 0x00544ef0, dear 0x01fc9300"
555,-,1133928125,2005.12.06,R36-M0-N7-C:J09-U11,2005-12-06-20.02.05.596871,R36-M0-N7-C:J09-U11,RAS,KERNEL,INFO,"['Kernel', ' ', 'detected', ' ', '<*>', ' ', 'integer', ' ', 'alignment', ' ', 'exceptions', ' ', '(3946283)', ' ', 'iar', ' ', '0x00544ea8', ',', ' ', 'dear', ' ', '0x01ef6080', ' ', '(3946284)', ' ', 'iar', ' ', '0x00544eb8', ',', ' ', 'dear', ' ', '0x01ef60a0', ' ', '(3946285)', ' ', 'iar', ' ', '0x00544ea8', ',', ' ', 'dear', ' ', '0x01ef60c0', ' ', '(3946286)', ' ', 'iar', ' ', '0x00544eb8', ',', ' ', 'dear', ' ', '0x01ef60e0', ' ', '(3946287)', ' ', 'iar', ' ', '0x00544ee0', ',', ' ', 'dear', ' ', '0x01ef6100', ' ', '(3946288)', ' ', 'iar', ' ', '0x00544ef0', ',', ' ', 'dear', ' ', '0x01ef6120', ' ', '(3946289)', ' ', 'iar', ' ', '0x00544ee0', ',', ' ', 'dear', ' ', '0x01ef6140', ' ', '(3946290)', ' ', 'iar', ' ', '0x00544ef0', ',', ' ', 'dear', ' ', '0x01ef6160']",2fe09ae5,"Kernel detected <*> integer alignment exceptions <*> iar <*>, dear <*> <*> iar <*>, dear <*> <*> iar <*>, dear <*> <*> iar <*>, dear <*> <*> iar <*>, dear <*> <*> iar <*>, dear <*> <*> iar <*>, dear <*> <*> iar <*>, dear <*>","['3946290', '(3946283)', '0x00544ea8', '0x01ef6080', '(3946284)', '0x00544eb8', '0x01ef60a0', '(3946285)', '0x00544ea8', '0x01ef60c0', '(3946286)', '0x00544eb8', '0x01ef60e0', '(3946287)', '0x00544ee0', '0x01ef6100', '(3946288)', '0x00544ef0', '0x01ef6120', '(3946289)', '0x00544ee0', '0x01ef6140', '(3946290)', '0x00544ef0', '0x01ef6160']","Kernel detected 3946290 integer alignment exceptions (3946283) iar 0x00544ea8, dear 0x01ef6080 (3946284) iar 0x00544eb8, dear 0x01ef60a0 (3946285) iar 0x00544ea8, dear 0x01ef60c0 (3946286) iar 0x00544eb8, dear 0x01ef60e0 (3946287) iar 0x00544ee0, dear 0x01ef6100 (3946288) iar 0x00544ef0, dear 0x01ef6120 (3946289) iar 0x00544ee0, dear 0x01ef6140 (3946290) iar 0x00544ef0, dear 0x01ef6160"
556,-,1133928278,2005.12.06,R26-M0-N9-C:J11-U01,2005-12-06-20.04.38.539848,R26-M0-N9-C:J11-U01,RAS,KERNEL,INFO,"['Kernel', ' ', 'detected', ' ', '<*>', ' ', 'integer', ' ', 'alignment', ' ', 'exceptions', ' ', '(4909169)', ' ', 'iar', ' ', '0x00544ea8', ',', ' ', 'dear', ' ', '0x01fc8a40', ' ', '(4909170)', ' ', 'iar', ' ', '0x00544eb8', ',', ' ', 'dear', ' ', '0x01fc8a60', ' ', '(4909171)', ' ', 'iar', ' ', '0x00544ea8', ',', ' ', 'dear', ' ', '0x01fc8a80', ' ', '(4909172)', ' ', 'iar', ' ', '0x00544eb8', ',', ' ', 'dear', ' ', '0x01fc8aa0', ' ', '(4909173)', ' ', 'iar', ' ', '0x00544ee0', ',', ' ', 'dear', ' ', '0x01fc8ac0', ' ', '(4909174)', ' ', 'iar', ' ', '0x00544ef0', ',', ' ', 'dear', ' ', '0x01fc8ae0', ' ', '(4909175)', ' ', 'iar', ' ', '0x00544ee0', ',', ' ', 'dear', ' ', '0x01fc8b00', ' ', '(4909176)', ' ', 'iar', ' ', '0x00544ef0', ',', ' ', 'dear', ' ', '0x01fc8b20']",2fe09ae5,"Kernel detected <*> integer alignment exceptions <*> iar <*>, dear <*> <*> iar <*>, dear <*> <*> iar <*>, dear <*> <*> iar <*>, dear <*> <*> iar <*>, dear <*> <*> iar <*>, dear <*> <*> iar <*>, dear <*> <*> iar <*>, dear <*>","['4909176', '(4909169)', '0x00544ea8', '0x01fc8a40', '(4909170)', '0x00544eb8', '0x01fc8a60', '(4909171)', '0x00544ea8', '0x01fc8a80', '(4909172)', '0x00544eb8', '0x01fc8aa0', '(4909173)', '0x00544ee0', '0x01fc8ac0', '(4909174)', '0x00544ef0', '0x01fc8ae0', '(4909175)', '0x00544ee0', '0x01fc8b00', '(4909176)', '0x00544ef0', '0x01fc8b20']","Kernel detected 4909176 integer alignment exceptions (4909169) iar 0x00544ea8, dear 0x01fc8a40 (4909170) iar 0x00544eb8, dear 0x01fc8a60 (4909171) iar 0x00544ea8, dear 0x01fc8a80 (4909172) iar 0x00544eb8, dear 0x01fc8aa0 (4909173) iar 0x00544ee0, dear 0x01fc8ac0 (4909174) iar 0x00544ef0, dear 0x01fc8ae0 (4909175) iar 0x00544ee0, dear 0x01fc8b00 (4909176) iar 0x00544ef0, dear 0x01fc8b20"
557,-,1133928323,2005.12.06,R31-M0-NF-C:J07-U11,2005-12-06-20.05.23.094186,R31-M0-NF-C:J07-U11,RAS,KERNEL,INFO,"['Kernel', ' ', 'detected', ' ', '<*>', ' ', 'integer', ' ', 'alignment', ' ', 'exceptions', ' ', '(4898331)', ' ', 'iar', ' ', '0x00544ea8', ',', ' ', 'dear', ' ', '0x049e75e0', ' ', '(4898332)', ' ', 'iar', ' ', '0x00544eb8', ',', ' ', 'dear', ' ', '0x049e7600', ' ', '(4898333)', ' ', 'iar', ' ', '0x00544ea8', ',', ' ', 'dear', ' ', '0x049e7620', ' ', '(4898334)', ' ', 'iar', ' ', '0x00544eb8', ',', ' ', 'dear', ' ', '0x049e7640', ' ', '(4898335)', ' ', 'iar', ' ', '0x00544ee0', ',', ' ', 'dear', ' ', '0x049e7660', ' ', '(4898336)', ' ', 'iar', ' ', '0x00544ef0', ',', ' ', 'dear', ' ', '0x049e7680', ' ', '(4898337)', ' ', 'iar', ' ', '0x00544ee0', ',', ' ', 'dear', ' ', '0x049e76a0', ' ', '(4898338)', ' ', 'iar', ' ', '0x00544ef0', ',', ' ', 'dear', ' ', '0x049e76c0']",2fe09ae5,"Kernel detected <*> integer alignment exceptions <*> iar <*>, dear <*> <*> iar <*>, dear <*> <*> iar <*>, dear <*> <*> iar <*>, dear <*> <*> iar <*>, dear <*> <*> iar <*>, dear <*> <*> iar <*>, dear <*> <*> iar <*>, dear <*>","['4898338', '(4898331)', '0x00544ea8', '0x049e75e0', '(4898332)', '0x00544eb8', '0x049e7600', '(4898333)', '0x00544ea8', '0x049e7620', '(4898334)', '0x00544eb8', '0x049e7640', '(4898335)', '0x00544ee0', '0x049e7660', '(4898336)', '0x00544ef0', '0x049e7680', '(4898337)', '0x00544ee0', '0x049e76a0', '(4898338)', '0x00544ef0', '0x049e76c0']","Kernel detected 4898338 integer alignment exceptions (4898331) iar 0x00544ea8, dear 0x049e75e0 (4898332) iar 0x00544eb8, dear 0x049e7600 (4898333) iar 0x00544ea8, dear 0x049e7620 (4898334) iar 0x00544eb8, dear 0x049e7640 (4898335) iar 0x00544ee0, dear 0x049e7660 (4898336) iar 0x00544ef0, dear 0x049e7680 (4898337) iar 0x00544ee0, dear 0x049e76a0 (4898338) iar 0x00544ef0, dear 0x049e76c0"
558,-,1133928447,2005.12.06,R37-M1-N1-C:J02-U01,2005-12-06-20.07.27.653573,R37-M1-N1-C:J02-U01,RAS,KERNEL,INFO,"['Kernel', ' ', 'detected', ' ', '<*>', ' ', 'integer', ' ', 'alignment', ' ', 'exceptions', ' ', '(3945733)', ' ', 'iar', ' ', '0x00544ea8', ',', ' ', 'dear', ' ', '0x01ef7960', ' ', '(3945734)', ' ', 'iar', ' ', '0x00544eb8', ',', ' ', 'dear', ' ', '0x01ef7980', ' ', '(3945735)', ' ', 'iar', ' ', '0x00544ea8', ',', ' ', 'dear', ' ', '0x01ef79a0', ' ', '(3945736)', ' ', 'iar', ' ', '0x00544eb8', ',', ' ', 'dear', ' ', '0x01ef79c0', ' ', '(3945737)', ' ', 'iar', ' ', '0x00544ee0', ',', ' ', 'dear', ' ', '0x01ef79e0', ' ', '(3945738)', ' ', 'iar', ' ', '0x00544ef0', ',', ' ', 'dear', ' ', '0x01ef7a00', ' ', '(3945739)', ' ', 'iar', ' ', '0x00544ee0', ',', ' ', 'dear', ' ', '0x01ef7a20', ' ', '(3945740)', ' ', 'iar', ' ', '0x00544ef0', ',', ' ', 'dear', ' ', '0x01ef7a40']",2fe09ae5,"Kernel detected <*> integer alignment exceptions <*> iar <*>, dear <*> <*> iar <*>, dear <*> <*> iar <*>, dear <*> <*> iar <*>, dear <*> <*> iar <*>, dear <*> <*> iar <*>, dear <*> <*> iar <*>, dear <*> <*> iar <*>, dear <*>","['3945740', '(3945733)', '0x00544ea8', '0x01ef7960', '(3945734)', '0x00544eb8', '0x01ef7980', '(3945735)', '0x00544ea8', '0x01ef79a0', '(3945736)', '0x00544eb8', '0x01ef79c0', '(3945737)', '0x00544ee0', '0x01ef79e0', '(3945738)', '0x00544ef0', '0x01ef7a00', '(3945739)', '0x00544ee0', '0x01ef7a20', '(3945740)', '0x00544ef0', '0x01ef7a40']","Kernel detected 3945740 integer alignment exceptions (3945733) iar 0x00544ea8, dear 0x01ef7960 (3945734) iar 0x00544eb8, dear 0x01ef7980 (3945735) iar 0x00544ea8, dear 0x01ef79a0 (3945736) iar 0x00544eb8, dear 0x01ef79c0 (3945737) iar 0x00544ee0, dear 0x01ef79e0 (3945738) iar 0x00544ef0, dear 0x01ef7a00 (3945739) iar 0x00544ee0, dear 0x01ef7a20 (3945740) iar 0x00544ef0, dear 0x01ef7a40"
559,-,1133928743,2005.12.06,R36-M0-NE-C:J13-U01,2005-12-06-20.12.23.534341,R36-M0-NE-C:J13-U01,RAS,KERNEL,INFO,"['Kernel', ' ', 'detected', ' ', '<*>', ' ', 'integer', ' ', 'alignment', ' ', 'exceptions', ' ', '(3486037)', ' ', 'iar', ' ', '0x00544ea8', ',', ' ', 'dear', ' ', '0x01ef7c60', ' ', '(3486038)', ' ', 'iar', ' ', '0x00544eb8', ',', ' ', 'dear', ' ', '0x01ef7c80', ' ', '(3486039)', ' ', 'iar', ' ', '0x00544ea8', ',', ' ', 'dear', ' ', '0x01ef7ca0', ' ', '(3486040)', ' ', 'iar', ' ', '0x00544eb8', ',', ' ', 'dear', ' ', '0x01ef7cc0', ' ', '(3486041)', ' ', 'iar', ' ', '0x00544ee0', ',', ' ', 'dear', ' ', '0x01ef7ce0', ' ', '(3486042)', ' ', 'iar', ' ', '0x00544ef0', ',', ' ', 'dear', ' ', '0x01ef7d00', ' ', '(3486043)', ' ', 'iar', ' ', '0x00544ee0', ',', ' ', 'dear', ' ', '0x01ef7d20', ' ', '(3486044)', ' ', 'iar', ' ', '0x00544ef0', ',', ' ', 'dear', ' ', '0x01ef7d40']",2fe09ae5,"Kernel detected <*> integer alignment exceptions <*> iar <*>, dear <*> <*> iar <*>, dear <*> <*> iar <*>, dear <*> <*> iar <*>, dear <*> <*> iar <*>, dear <*> <*> iar <*>, dear <*> <*> iar <*>, dear <*> <*> iar <*>, dear <*>","['3486044', '(3486037)', '0x00544ea8', '0x01ef7c60', '(3486038)', '0x00544eb8', '0x01ef7c80', '(3486039)', '0x00544ea8', '0x01ef7ca0', '(3486040)', '0x00544eb8', '0x01ef7cc0', '(3486041)', '0x00544ee0', '0x01ef7ce0', '(3486042)', '0x00544ef0', '0x01ef7d00', '(3486043)', '0x00544ee0', '0x01ef7d20', '(3486044)', '0x00544ef0', '0x01ef7d40']","Kernel detected 3486044 integer alignment exceptions (3486037) iar 0x00544ea8, dear 0x01ef7c60 (3486038) iar 0x00544eb8, dear 0x01ef7c80 (3486039) iar 0x00544ea8, dear 0x01ef7ca0 (3486040) iar 0x00544eb8, dear 0x01ef7cc0 (3486041) iar 0x00544ee0, dear 0x01ef7ce0 (3486042) iar 0x00544ef0, dear 0x01ef7d00 (3486043) iar 0x00544ee0, dear 0x01ef7d20 (3486044) iar 0x00544ef0, dear 0x01ef7d40"
560,-,1134109056,2005.12.08,R64-M1-NC-I:J18-U01,2005-12-08-22.17.36.597185,R64-M1-NC-I:J18-U01,RAS,APP,FATAL,"['ciod', ':', ' ', 'Error', ' ', 'loading', ' ', '/g/g90/glosli/src/ddcMD/ddcMD1.1.17/bin/ddcMDbglV', ':', ' ', 'invalid', ' ', 'or', ' ', 'missing', ' ', 'program', ' ', 'image', ',', ' ', 'No', ' ', 'such', ' ', 'file', ' ', 'or', ' ', 'directory']",6f3620a4,"ciod: Error loading <*>: invalid or missing program image, No such file or directory",['/g/g90/glosli/src/ddcMD/ddcMD1.1.17/bin/ddcMDbglV'],"ciod: Error loading /g/g90/glosli/src/ddcMD/ddcMD1.1.17/bin/ddcMDbglV: invalid or missing program image, No such file or directory"
561,-,1134109138,2005.12.08,R20-M1-N0-I:J18-U11,2005-12-08-22.18.58.098120,R20-M1-N0-I:J18-U11,RAS,APP,FATAL,"['ciod', ':', ' ', 'Error', ' ', 'loading', ' ', '/g/g90/glosli/src/ddcMD/ddcMD1.1.17/bin/ddcMDbglV', ':', ' ', 'invalid', ' ', 'or', ' ', 'missing', ' ', 'program', ' ', 'image', ',', ' ', 'No', ' ', 'such', ' ', 'file', ' ', 'or', ' ', 'directory']",6f3620a4,"ciod: Error loading <*>: invalid or missing program image, No such file or directory",['/g/g90/glosli/src/ddcMD/ddcMD1.1.17/bin/ddcMDbglV'],"ciod: Error loading /g/g90/glosli/src/ddcMD/ddcMD1.1.17/bin/ddcMDbglV: invalid or missing program image, No such file or directory"
562,-,1134117490,2005.12.09,R70-M0-N7-C:J15-U01,2005-12-09-00.38.10.632331,R70-M0-N7-C:J15-U01,RAS,KERNEL,INFO,"['<*>', ' ', 'ddr', ' ', 'error(s)', ' ', 'detected', ' ', 'and', ' ', 'corrected', ' ', 'on', ' ', 'rank', ' ', '<*>', ',', ' ', 'symbol', ' ', '<*>', ' ', 'over', ' ', '<*>', ' ', 'seconds']",30b3b946,"<*> ddr error(s) detected and corrected on rank <*>, symbol <*> over <*> seconds","['1', '0', '9', '986']","1 ddr error(s) detected and corrected on rank 0, symbol 9 over 986 seconds"
